round,yA,yB,dY
1.000000000000000000e+00 5.512934133622317127e-25 -5.667980046618088755e-25 1.118091418024040680e-24
2.000000000000000000e+00 5.224492532025215384e-25 -5.919585567715872582e-25 1.114407809974108705e-24
3.000000000000000000e+00 6.035617061561942934e-25 -5.855706583568254574e-25 1.189132364513019659e-24
4.000000000000000000e+00 5.462486019605060745e-25 -6.721739174640447656e-25 1.218422519424550748e-24
5.000000000000000000e+00 6.146337427756708280e-25 -6.263806091853774366e-25 1.241014351961048356e-24
6.000000000000000000e+00 4.849557796234851051e-25 -6.164853574888384486e-25 1.101441137112323554e-24
7.000000000000000000e+00 5.831847377352180915e-25 -4.173975800752802643e-25 1.000582317810498356e-24
8.000000000000000000e+00 6.080952224861968609e-25 -5.970698959724462108e-25 1.205165118458643072e-24
9.000000000000000000e+00 5.971536426455518948e-25 -5.889231895355346455e-25 1.186076832181086632e-24
1.000000000000000000e+01 6.456086961893055842e-25 -6.140992961669824679e-25 1.259707992356287960e-24
1.100000000000000000e+01 4.937606532010632024e-25 -6.753456423125419996e-25 1.169106295513605294e-24
1.200000000000000000e+01 5.544511286139265392e-25 -6.090341596999664185e-25 1.163485288313892958e-24
1.300000000000000000e+01 6.345630783969526865e-25 -5.646746922542287287e-25 1.199237770651181415e-24
1.400000000000000000e+01 5.957664370286163621e-25 -5.286014677812523687e-25 1.124367904809868731e-24
1.500000000000000000e+01 5.351726330871034252e-25 -6.141665606447576248e-25 1.149339193731861142e-24
1.600000000000000000e+01 5.837666765572124008e-25 -4.191170507595556862e-25 1.002883727316768087e-24
1.700000000000000000e+01 5.658622325309420898e-25 -5.538531935973541703e-25 1.119715426128296260e-24
1.800000000000000000e+01 5.846008371521101965e-25 -6.090364188422128080e-25 1.193637255994323004e-24
1.900000000000000000e+01 5.554632237616377716e-25 -6.114391735563624446e-25 1.166902397318000308e-24
2.000000000000000000e+01 5.759071663241830548e-25 -6.183834499195014363e-25 1.194290616243684399e-24
